episode,total_reward,steps,epsilon,loss_mean,win_rate,phase,map_size,no_enemies,ep_seed
9974,-20.200,500,0.0500,0.250657,0.0500,2,20,0,6204
9975,-37.250,99,0.0500,0.277634,0.0500,2,20,0,6205
9976,-33.450,77,0.0500,0.224619,0.0500,2,20,0,6206
9977,-46.000,84,0.0500,0.237501,0.0500,2,20,0,6207
9978,-39.800,84,0.0500,0.257147,0.0500,2,20,0,6208
9979,-35.350,77,0.0500,0.254432,0.0500,2,20,0,6209
9980,-27.350,107,0.0500,0.271620,0.0500,2,20,0,6210
9981,-32.400,48,0.0500,0.280896,0.0500,2,20,0,6211
9982,-35.800,66,0.0500,0.221442,0.0500,2,20,0,6212
9983,-36.100,182,0.0500,0.263359,0.0500,2,20,0,6213
9984,-58.750,397,0.0500,0.246667,0.0500,2,20,0,6214
9985,-57.450,443,0.0500,0.245742,0.0500,2,20,0,6215
9986,-55.850,263,0.0500,0.269380,0.0500,2,20,0,6216
9987,-34.900,32,0.0500,0.267710,0.0500,2,20,0,6217
9988,-17.100,500,0.0500,0.243415,0.0450,2,20,0,6218
9989,-35.900,92,0.0500,0.258923,0.0450,2,20,0,6219
9990,-40.750,331,0.0500,0.241657,0.0450,2,20,0,6220
9991,-21.800,500,0.0500,0.254008,0.0450,2,20,0,6221
9992,-25.800,500,0.0500,0.240293,0.0450,2,20,0,6222
9993,-49.500,132,0.0500,0.224987,0.0450,2,20,0,6223
9994,-31.900,92,0.0500,0.241788,0.0450,2,20,0,6224
9995,-48.900,302,0.0500,0.254209,0.0450,2,20,0,6225
9996,-50.700,428,0.0500,0.248396,0.0450,2,20,0,6226
9997,-45.200,500,0.0500,0.254288,0.0450,2,20,0,6227
9998,-37.150,179,0.0500,0.239761,0.0450,2,20,0,6228
9999,-18.350,67,0.0500,0.226031,0.0400,2,20,0,6229
10000,-29.650,77,0.0500,0.229993,0.0400,2,20,0,6230
10001,-23.650,73,0.0500,0.230256,0.0350,2,20,0,6231
10002,-60.350,231,0.0500,0.249855,0.0350,2,20,0,6232
10003,-36.350,47,0.0500,0.238199,0.0350,2,20,0,6233
10004,-33.450,63,0.0500,0.260906,0.0350,2,20,0,6234
10005,-64.050,193,0.0500,0.258814,0.0350,2,20,0,6235
10006,-23.850,45,0.0500,0.269380,0.0350,2,20,0,6236
10007,-54.950,365,0.0500,0.246906,0.0350,2,20,0,6237
10008,-56.200,244,0.0500,0.243494,0.0350,2,20,0,6238
10009,-50.600,500,0.0500,0.249862,0.0350,2,20,0,6239
10010,-27.950,59,0.0500,0.237097,0.0350,2,20,0,6240
10011,-15.400,500,0.0500,0.254072,0.0350,2,20,0,6241
10012,-55.600,132,0.0500,0.246304,0.0350,2,20,0,6242
10013,-34.200,46,0.0500,0.258753,0.0350,2,20,0,6243
10014,88.550,117,0.0500,0.257859,0.0350,2,20,0,6244
10015,-58.950,395,0.0500,0.255355,0.0350,2,20,0,6245
10016,-28.750,97,0.0500,0.254992,0.0350,2,20,0,6246
10017,-31.800,36,0.0500,0.260354,0.0350,2,20,0,6247
10018,-31.350,43,0.0500,0.254753,0.0350,2,20,0,6248
10019,-34.800,62,0.0500,0.267473,0.0350,2,20,0,6249
10020,-35.000,34,0.0500,0.228685,0.0350,2,20,0,6250
10021,-49.950,305,0.0500,0.250711,0.0350,2,20,0,6251
10022,-42.950,167,0.0500,0.241963,0.0350,2,20,0,6252
10023,-51.950,469,0.0500,0.259635,0.0350,2,20,0,6253
10024,-39.000,62,0.0500,0.247343,0.0350,2,20,0,6254
10025,-42.550,137,0.0500,0.236476,0.0350,2,20,0,6255
10026,-34.700,500,0.0500,0.255184,0.0350,2,20,0,6256
10027,-38.950,87,0.0500,0.248276,0.0350,2,20,0,6257
10028,-39.650,89,0.0500,0.221347,0.0350,2,20,0,6258
10029,-35.700,70,0.0500,0.232597,0.0350,2,20,0,6259
10030,-31.800,42,0.0500,0.250761,0.0350,2,20,0,6260
10031,-30.200,500,0.0500,0.258484,0.0350,2,20,0,6261
10032,-25.250,65,0.0500,0.259419,0.0350,2,20,0,6262
10033,-45.250,55,0.0500,0.273283,0.0350,2,20,0,6263
10034,-46.400,500,0.0500,0.259501,0.0350,2,20,0,6264
10035,-31.550,87,0.0500,0.232816,0.0350,2,20,0,6265
10036,-29.150,97,0.0500,0.260749,0.0350,2,20,0,6266
10037,-48.350,97,0.0500,0.271025,0.0350,2,20,0,6267
10038,-30.550,71,0.0500,0.246033,0.0350,2,20,0,6268
10039,-42.300,66,0.0500,0.251615,0.0350,2,20,0,6269
10040,-32.900,44,0.0500,0.234214,0.0350,2,20,0,6270
10041,-31.250,27,0.0500,0.228929,0.0350,2,20,0,6271
10042,-44.250,489,0.0500,0.244980,0.0350,2,20,0,6272
10043,-15.850,67,0.0500,0.252113,0.0350,2,20,0,6273
10044,-42.300,162,0.0500,0.219451,0.0300,2,20,0,6274
10045,-32.950,69,0.0500,0.266024,0.0300,2,20,0,6275
10046,-17.300,500,0.0500,0.237589,0.0300,2,20,0,6276
10047,-49.650,223,0.0500,0.269552,0.0300,2,20,0,6277
10048,-31.000,34,0.0500,0.230941,0.0300,2,20,0,6278
10049,-24.550,85,0.0500,0.237618,0.0300,2,20,0,6279
10050,-12.800,500,0.0500,0.242050,0.0300,2,20,0,6280
10051,-33.250,247,0.0500,0.241678,0.0300,2,20,0,6281
10052,-29.700,82,0.0500,0.243541,0.0300,2,20,0,6282
10053,-32.750,55,0.0500,0.234950,0.0300,2,20,0,6283
10054,-38.250,73,0.0500,0.244507,0.0300,2,20,0,6284
10055,-29.200,44,0.0500,0.245660,0.0300,2,20,0,6285
10056,-18.500,52,0.0500,0.227867,0.0300,2,20,0,6286
10057,-36.400,46,0.0500,0.226104,0.0300,2,20,0,6287
10058,-33.000,52,0.0500,0.247866,0.0300,2,20,0,6288
10059,-40.500,70,0.0500,0.274336,0.0300,2,20,0,6289
10060,-35.750,69,0.0500,0.240154,0.0300,2,20,0,6290
10061,-33.500,78,0.0500,0.234203,0.0300,2,20,0,6291
10062,-28.150,43,0.0500,0.237011,0.0300,2,20,0,6292
10063,-23.600,500,0.0500,0.254845,0.0300,2,20,0,6293
10064,-49.700,342,0.0500,0.255871,0.0300,2,20,0,6294
10065,-38.100,92,0.0500,0.255160,0.0300,2,20,0,6295
10066,-22.900,106,0.0500,0.250625,0.0300,2,20,0,6296
10067,-39.000,82,0.0500,0.258952,0.0300,2,20,0,6297
10068,-33.850,77,0.0500,0.211968,0.0300,2,20,0,6298
10069,-47.400,92,0.0500,0.239710,0.0300,2,20,0,6299
10070,-33.900,44,0.0500,0.237168,0.0300,2,20,0,6300
10071,-55.000,370,0.0500,0.249103,0.0250,2,20,0,6301
10072,-39.650,323,0.0500,0.243065,0.0250,2,20,0,6302
10073,-46.900,92,0.0500,0.247866,0.0250,2,20,0,6303
10074,-38.250,227,0.0500,0.270704,0.0250,2,20,0,6304
10075,-35.700,62,0.0500,0.261974,0.0250,2,20,0,6305
10076,-30.600,500,0.0500,0.256430,0.0250,2,20,0,6306
10077,-38.800,102,0.0500,0.246062,0.0250,2,20,0,6307
10078,-16.100,500,0.0500,0.242761,0.0250,2,20,0,6308
10079,-37.150,83,0.0500,0.240138,0.0250,2,20,0,6309
10080,-35.150,83,0.0500,0.257797,0.0250,2,20,0,6310
10081,-53.950,495,0.0500,0.242890,0.0250,2,20,0,6311
10082,-45.800,240,0.0500,0.253261,0.0250,2,20,0,6312
10083,-23.700,500,0.0500,0.237939,0.0250,2,20,0,6313
10084,-68.750,447,0.0500,0.236611,0.0250,2,20,0,6314
10085,-32.400,74,0.0500,0.248034,0.0250,2,20,0,6315
10086,-32.900,52,0.0500,0.235436,0.0250,2,20,0,6316
10087,-41.900,92,0.0500,0.253987,0.0250,2,20,0,6317
10088,-16.500,500,0.0500,0.242754,0.0250,2,20,0,6318
10089,-20.200,500,0.0500,0.243329,0.0250,2,20,0,6319
10090,-25.950,81,0.0500,0.241032,0.0250,2,20,0,6320
10091,-30.550,63,0.0500,0.226639,0.0250,2,20,0,6321
10092,-33.950,59,0.0500,0.228411,0.0250,2,20,0,6322
10093,-98.700,500,0.0500,0.240654,0.0250,2,20,0,6323
10094,-27.300,20,0.0500,0.250996,0.0250,2,20,0,6324
10095,-20.000,500,0.0500,0.244471,0.0250,2,20,0,6325
10096,-32.700,62,0.0500,0.243614,0.0250,2,20,0,6326
10097,-32.150,77,0.0500,0.220032,0.0250,2,20,0,6327
10098,-22.400,500,0.0500,0.242020,0.0250,2,20,0,6328
10099,-29.700,500,0.0500,0.243724,0.0200,2,20,0,6329
10100,-27.300,20,0.0500,0.223718,0.0200,2,20,0,6330
10101,-35.950,73,0.0500,0.260211,0.0150,2,20,0,6331
10102,115.600,48,0.0500,0.220911,0.0200,2,20,0,6332
10103,-39.750,39,0.0500,0.237963,0.0200,2,20,0,6333
10104,-38.350,143,0.0500,0.249645,0.0200,2,20,0,6334
10105,-36.750,67,0.0500,0.252405,0.0200,2,20,0,6335
10106,-32.800,500,0.0500,0.250296,0.0200,2,20,0,6336
10107,-11.600,500,0.0500,0.238124,0.0200,2,20,0,6337
10108,100.100,302,0.0500,0.262093,0.0200,2,20,0,6338
10109,-21.300,500,0.0500,0.257891,0.0200,2,20,0,6339
10110,-43.550,469,0.0500,0.250576,0.0200,2,20,0,6340
10111,-36.600,92,0.0500,0.273698,0.0200,2,20,0,6341
10112,-29.000,58,0.0500,0.237151,0.0200,2,20,0,6342
10113,-26.000,500,0.0500,0.252371,0.0200,2,20,0,6343
10114,-39.550,85,0.0500,0.264393,0.0200,2,20,0,6344
10115,-39.300,92,0.0500,0.248763,0.0200,2,20,0,6345
10116,-111.100,500,0.0500,0.251917,0.0200,2,20,0,6346
10117,-11.650,93,0.0500,0.246626,0.0200,2,20,0,6347
10118,-19.100,500,0.0500,0.253205,0.0200,2,20,0,6348
10119,-35.200,78,0.0500,0.257161,0.0200,2,20,0,6349
10120,-36.700,94,0.0500,0.226767,0.0200,2,20,0,6350
10121,-42.300,52,0.0500,0.251410,0.0200,2,20,0,6351
10122,-39.400,66,0.0500,0.235214,0.0200,2,20,0,6352
10123,-38.900,92,0.0500,0.232436,0.0200,2,20,0,6353
10124,-37.500,84,0.0500,0.265839,0.0200,2,20,0,6354
10125,-24.700,500,0.0500,0.246949,0.0200,2,20,0,6355
10126,-28.750,97,0.0500,0.244918,0.0150,2,20,0,6356
10127,-37.350,27,0.0500,0.283256,0.0150,2,20,0,6357
10128,-35.650,101,0.0500,0.224025,0.0150,2,20,0,6358
10129,-31.250,107,0.0500,0.264166,0.0150,2,20,0,6359
10130,-34.900,72,0.0500,0.257497,0.0150,2,20,0,6360
10131,-32.250,93,0.0500,0.249896,0.0150,2,20,0,6361
10132,-32.950,61,0.0500,0.226100,0.0150,2,20,0,6362
10133,-23.800,500,0.0500,0.246089,0.0150,2,20,0,6363
10134,-46.600,52,0.0500,0.242366,0.0150,2,20,0,6364
10135,-34.250,47,0.0500,0.251959,0.0150,2,20,0,6365
10136,-34.350,67,0.0500,0.269988,0.0150,2,20,0,6366
10137,-38.250,237,0.0500,0.250753,0.0150,2,20,0,6367
10138,-41.050,291,0.0500,0.245692,0.0150,2,20,0,6368
10139,-27.350,41,0.0500,0.268472,0.0150,2,20,0,6369
10140,-34.500,92,0.0500,0.271250,0.0150,2,20,0,6370
10141,-34.100,500,0.0500,0.233207,0.0150,2,20,0,6371
10142,-35.350,57,0.0500,0.233287,0.0150,2,20,0,6372
10143,-80.850,363,0.0500,0.240956,0.0150,2,20,0,6373
10144,-37.200,92,0.0500,0.235287,0.0150,2,20,0,6374
10145,-29.100,500,0.0500,0.247875,0.0150,2,20,0,6375
10146,-28.200,32,0.0500,0.248024,0.0150,2,20,0,6376
10147,-48.800,66,0.0500,0.236897,0.0150,2,20,0,6377
10148,-31.100,90,0.0500,0.231298,0.0150,2,20,0,6378
10149,-28.600,52,0.0500,0.206436,0.0150,2,20,0,6379
10150,-33.400,42,0.0500,0.232224,0.0150,2,20,0,6380
10151,-60.550,421,0.0500,0.243381,0.0150,2,20,0,6381
10152,-39.250,107,0.0500,0.229629,0.0150,2,20,0,6382
10153,-25.500,500,0.0500,0.244500,0.0150,2,20,0,6383
10154,-35.850,187,0.0500,0.231992,0.0150,2,20,0,6384
10155,-27.950,33,0.0500,0.266757,0.0150,2,20,0,6385
10156,-40.850,277,0.0500,0.247979,0.0150,2,20,0,6386
10157,-37.700,72,0.0500,0.237687,0.0150,2,20,0,6387
10158,-14.600,500,0.0500,0.238357,0.0150,2,20,0,6388
10159,-41.900,214,0.0500,0.250392,0.0150,2,20,0,6389
10160,-31.000,70,0.0500,0.251971,0.0150,2,20,0,6390
10161,-27.200,92,0.0500,0.241362,0.0150,2,20,0,6391
10162,-33.700,68,0.0500,0.225127,0.0150,2,20,0,6392
10163,-35.600,48,0.0500,0.225914,0.0150,2,20,0,6393
10164,-32.750,83,0.0500,0.221286,0.0150,2,20,0,6394
10165,-32.000,62,0.0500,0.245409,0.0150,2,20,0,6395
10166,-40.150,97,0.0500,0.222090,0.0150,2,20,0,6396
10167,89.950,325,0.0500,0.229093,0.0200,2,20,0,6397
10168,-34.900,52,0.0500,0.270152,0.0200,2,20,0,6398
10169,-21.700,500,0.0500,0.242452,0.0200,2,20,0,6399
10170,-36.000,72,0.0500,0.237660,0.0200,2,20,0,6400
10171,-29.000,500,0.0500,0.240927,0.0200,2,20,0,6401
10172,-54.500,80,0.0500,0.229679,0.0200,2,20,0,6402
10173,-34.550,85,0.0500,0.235005,0.0200,2,20,0,6403
10174,-31.100,250,0.0500,0.240011,0.0200,2,20,0,6404
10175,-22.400,500,0.0500,0.232174,0.0200,2,20,0,6405
10176,-43.450,83,0.0500,0.224397,0.0200,2,20,0,6406
10177,-73.950,419,0.0500,0.242034,0.0200,2,20,0,6407
10178,-25.550,51,0.0500,0.249434,0.0200,2,20,0,6408
10179,-26.400,500,0.0500,0.232752,0.0200,2,20,0,6409
10180,103.050,51,0.0500,0.259090,0.0250,2,20,0,6410
10181,-44.400,500,0.0500,0.234222,0.0250,2,20,0,6411
10182,-38.500,84,0.0500,0.243093,0.0250,2,20,0,6412
10183,-23.500,500,0.0500,0.236315,0.0250,2,20,0,6413
10184,-30.250,19,0.0500,0.260178,0.0250,2,20,0,6414
10185,-27.600,500,0.0500,0.227144,0.0250,2,20,0,6415
10186,-4.800,500,0.0500,0.241317,0.0250,2,20,0,6416
10187,-36.600,500,0.0500,0.230723,0.0250,2,20,0,6417
10188,-52.800,82,0.0500,0.231096,0.0250,2,20,0,6418
10189,-55.400,498,0.0500,0.233213,0.0250,2,20,0,6419
10190,-35.500,184,0.0500,0.243616,0.0250,2,20,0,6420
10191,-37.900,74,0.0500,0.228427,0.0250,2,20,0,6421
10192,-58.500,84,0.0500,0.245897,0.0250,2,20,0,6422
10193,-43.100,40,0.0500,0.234998,0.0250,2,20,0,6423
10194,-37.550,99,0.0500,0.248046,0.0250,2,20,0,6424
10195,-34.150,45,0.0500,0.234499,0.0250,2,20,0,6425
10196,-31.000,44,0.0500,0.220058,0.0250,2,20,0,6426
10197,-37.250,223,0.0500,0.232883,0.0250,2,20,0,6427
10198,-75.000,452,0.0500,0.237064,0.0250,2,20,0,6428
10199,-31.800,70,0.0500,0.249896,0.0250,2,20,0,6429
10200,-30.850,33,0.0500,0.233223,0.0250,2,20,0,6430
10201,-36.500,72,0.0500,0.245168,0.0250,2,20,0,6431
10202,-40.450,31,0.0500,0.247179,0.0250,2,20,0,6432
10203,-37.200,152,0.0500,0.232643,0.0250,2,20,0,6433
10204,-51.100,70,0.0500,0.230087,0.0250,2,20,0,6434
10205,-28.700,500,0.0500,0.230922,0.0250,2,20,0,6435
10206,-34.000,54,0.0500,0.233107,0.0250,2,20,0,6436
10207,-41.900,252,0.0500,0.235717,0.0250,2,20,0,6437
10208,-31.600,92,0.0500,0.236172,0.0250,2,20,0,6438
10209,-33.200,138,0.0500,0.227463,0.0250,2,20,0,6439
10210,-82.850,193,0.0500,0.233659,0.0250,2,20,0,6440
10211,-30.200,52,0.0500,0.229397,0.0250,2,20,0,6441
10212,-47.800,100,0.0500,0.246085,0.0250,2,20,0,6442
10213,-40.800,184,0.0500,0.221975,0.0250,2,20,0,6443
10214,-32.200,90,0.0500,0.229561,0.0200,2,20,0,6444
10215,-21.800,500,0.0500,0.227865,0.0200,2,20,0,6445
10216,-35.400,142,0.0500,0.251962,0.0200,2,20,0,6446
10217,-27.800,50,0.0500,0.233082,0.0200,2,20,0,6447
10218,-33.400,500,0.0500,0.243963,0.0200,2,20,0,6448
10219,-27.000,500,0.0500,0.236610,0.0200,2,20,0,6449
10220,-45.750,275,0.0500,0.225736,0.0200,2,20,0,6450
10221,-30.850,33,0.0500,0.255798,0.0200,2,20,0,6451
10222,-23.200,500,0.0500,0.231556,0.0200,2,20,0,6452
10223,-51.450,411,0.0500,0.227437,0.0200,2,20,0,6453
10224,-38.200,132,0.0500,0.243601,0.0200,2,20,0,6454
10225,-26.100,500,0.0500,0.238215,0.0200,2,20,0,6455
10226,-34.000,88,0.0500,0.227622,0.0200,2,20,0,6456
10227,-27.650,47,0.0500,0.220609,0.0200,2,20,0,6457
10228,91.700,100,0.0500,0.223763,0.0250,2,20,0,6458
10229,-42.800,38,0.0500,0.233770,0.0250,2,20,0,6459
10230,-35.200,72,0.0500,0.235197,0.0250,2,20,0,6460
10231,-27.400,82,0.0500,0.249681,0.0250,2,20,0,6461
10232,-28.800,500,0.0500,0.234815,0.0250,2,20,0,6462
10233,-33.750,49,0.0500,0.242746,0.0250,2,20,0,6463
10234,-70.050,287,0.0500,0.230323,0.0250,2,20,0,6464
10235,109.000,262,0.0500,0.245012,0.0300,2,20,0,6465
10236,-31.600,92,0.0500,0.235002,0.0300,2,20,0,6466
10237,-30.100,62,0.0500,0.220268,0.0300,2,20,0,6467
10238,-7.800,500,0.0500,0.237232,0.0300,2,20,0,6468
10239,-36.150,85,0.0500,0.226958,0.0300,2,20,0,6469
10240,-40.600,92,0.0500,0.226202,0.0300,2,20,0,6470
10241,-42.400,92,0.0500,0.241062,0.0300,2,20,0,6471
10242,-44.150,69,0.0500,0.221485,0.0300,2,20,0,6472
10243,-35.500,50,0.0500,0.243437,0.0300,2,20,0,6473
10244,-34.700,54,0.0500,0.237612,0.0300,2,20,0,6474
10245,103.650,109,0.0500,0.233381,0.0350,2,20,0,6475
10246,-32.750,395,0.0500,0.244629,0.0350,2,20,0,6476
10247,-36.450,105,0.0500,0.217751,0.0350,2,20,0,6477
10248,-38.450,29,0.0500,0.229016,0.0350,2,20,0,6478
10249,-34.300,62,0.0500,0.250211,0.0350,2,20,0,6479
10250,-33.800,92,0.0500,0.230961,0.0350,2,20,0,6480
10251,-34.700,78,0.0500,0.238367,0.0350,2,20,0,6481
10252,-33.350,81,0.0500,0.229576,0.0350,2,20,0,6482
10253,-45.800,294,0.0500,0.232900,0.0350,2,20,0,6483
10254,-42.400,212,0.0500,0.244131,0.0350,2,20,0,6484
10255,-34.400,72,0.0500,0.222062,0.0350,2,20,0,6485
10256,-29.000,500,0.0500,0.235090,0.0350,2,20,0,6486
10257,-42.050,95,0.0500,0.241023,0.0350,2,20,0,6487
10258,-48.050,83,0.0500,0.231497,0.0350,2,20,0,6488
10259,-39.150,45,0.0500,0.224858,0.0350,2,20,0,6489
10260,-35.100,116,0.0500,0.256078,0.0350,2,20,0,6490
10261,-14.700,500,0.0500,0.236145,0.0350,2,20,0,6491
10262,-13.800,500,0.0500,0.237953,0.0350,2,20,0,6492
10263,-25.600,52,0.0500,0.226808,0.0350,2,20,0,6493
10264,-35.800,62,0.0500,0.233487,0.0350,2,20,0,6494
10265,-29.950,29,0.0500,0.237450,0.0350,2,20,0,6495
10266,-36.850,165,0.0500,0.217974,0.0350,2,20,0,6496
10267,-46.800,500,0.0500,0.227700,0.0350,2,20,0,6497
10268,-34.750,19,0.0500,0.288150,0.0350,2,20,0,6498
10269,-34.950,65,0.0500,0.229463,0.0350,2,20,0,6499
10270,-20.800,500,0.0500,0.231492,0.0350,2,20,0,6500
10271,-32.300,42,0.0500,0.227735,0.0350,2,20,0,6501
10272,-35.500,48,0.0500,0.233845,0.0350,2,20,0,6502
10273,-27.300,500,0.0500,0.231108,0.0350,2,20,0,6503
10274,-25.750,35,0.0500,0.255795,0.0350,2,20,0,6504
10275,-39.600,92,0.0500,0.237435,0.0350,2,20,0,6505
10276,-34.000,60,0.0500,0.226987,0.0350,2,20,0,6506
10277,-28.100,82,0.0500,0.240411,0.0350,2,20,0,6507
10278,-35.900,92,0.0500,0.245902,0.0350,2,20,0,6508
10279,-39.250,99,0.0500,0.225062,0.0350,2,20,0,6509
10280,-23.800,500,0.0500,0.229325,0.0350,2,20,0,6510
10281,-29.700,500,0.0500,0.234802,0.0350,2,20,0,6511
10282,-21.100,44,0.0500,0.238464,0.0350,2,20,0,6512
10283,-56.800,402,0.0500,0.233052,0.0350,2,20,0,6513
10284,-35.850,79,0.0500,0.260820,0.0350,2,20,0,6514
10285,110.850,157,0.0500,0.229722,0.0400,2,20,0,6515
10286,-33.650,39,0.0500,0.221429,0.0400,2,20,0,6516
10287,103.200,426,0.0500,0.231399,0.0450,2,20,0,6517
10288,-50.200,262,0.0500,0.241347,0.0450,2,20,0,6518
10289,-30.150,117,0.0500,0.235958,0.0450,2,20,0,6519
10290,-29.500,20,0.0500,0.238795,0.0450,2,20,0,6520
10291,111.850,77,0.0500,0.228685,0.0500,2,20,0,6521
10292,-44.700,352,0.0500,0.243506,0.0500,2,20,0,6522
10293,-46.800,96,0.0500,0.253601,0.0500,2,20,0,6523
10294,-32.850,77,0.0500,0.238689,0.0500,2,20,0,6524
10295,-42.550,157,0.0500,0.254206,0.0500,2,20,0,6525
10296,-29.100,82,0.0500,0.241364,0.0500,2,20,0,6526
10297,-33.550,113,0.0500,0.224400,0.0500,2,20,0,6527
10298,-55.200,84,0.0500,0.265334,0.0500,2,20,0,6528
10299,-41.300,62,0.0500,0.257274,0.0500,2,20,0,6529
10300,-51.800,290,0.0500,0.230965,0.0500,2,20,0,6530
10301,-26.000,142,0.0500,0.231764,0.0500,2,20,0,6531
10302,-29.700,122,0.0500,0.235192,0.0450,2,20,0,6532
10303,-52.100,436,0.0500,0.241406,0.0450,2,20,0,6533
10304,-24.850,53,0.0500,0.210485,0.0450,2,20,0,6534
10305,-35.600,140,0.0500,0.253440,0.0450,2,20,0,6535
10306,-27.900,66,0.0500,0.293165,0.0450,2,20,0,6536
10307,-28.100,42,0.0500,0.252979,0.0450,2,20,0,6537
10308,-50.550,77,0.0500,0.225347,0.0400,2,20,0,6538
10309,-34.850,59,0.0500,0.245766,0.0400,2,20,0,6539
10310,-46.650,441,0.0500,0.237452,0.0400,2,20,0,6540
10311,-32.200,168,0.0500,0.251018,0.0400,2,20,0,6541
10312,-53.300,436,0.0500,0.249670,0.0400,2,20,0,6542
10313,-35.650,189,0.0500,0.231562,0.0400,2,20,0,6543
10314,-29.700,500,0.0500,0.239338,0.0400,2,20,0,6544
10315,-22.000,500,0.0500,0.238069,0.0400,2,20,0,6545
10316,-44.500,500,0.0500,0.241238,0.0400,2,20,0,6546
10317,-38.600,92,0.0500,0.225956,0.0400,2,20,0,6547
10318,-29.900,88,0.0500,0.228014,0.0400,2,20,0,6548
10319,-33.450,79,0.0500,0.237149,0.0400,2,20,0,6549
10320,-42.750,315,0.0500,0.235623,0.0400,2,20,0,6550
10321,-30.150,39,0.0500,0.211205,0.0400,2,20,0,6551
10322,-57.050,495,0.0500,0.231266,0.0400,2,20,0,6552
10323,-33.350,67,0.0500,0.263448,0.0400,2,20,0,6553
10324,-32.400,500,0.0500,0.235804,0.0400,2,20,0,6554
10325,109.100,182,0.0500,0.229734,0.0450,2,20,0,6555
10326,-28.000,120,0.0500,0.226933,0.0450,2,20,0,6556
10327,-28.800,54,0.0500,0.224052,0.0450,2,20,0,6557
10328,-18.750,89,0.0500,0.242089,0.0450,2,20,0,6558
10329,-42.850,77,0.0500,0.249177,0.0450,2,20,0,6559
10330,-23.150,77,0.0500,0.239379,0.0450,2,20,0,6560
10331,-32.050,41,0.0500,0.211471,0.0450,2,20,0,6561
10332,-24.700,500,0.0500,0.229360,0.0450,2,20,0,6562
10333,-35.200,112,0.0500,0.221711,0.0450,2,20,0,6563
10334,-26.000,500,0.0500,0.240738,0.0450,2,20,0,6564
10335,-46.950,133,0.0500,0.219620,0.0450,2,20,0,6565
10336,-33.700,74,0.0500,0.229515,0.0450,2,20,0,6566
10337,-35.450,77,0.0500,0.208135,0.0450,2,20,0,6567
10338,-25.300,500,0.0500,0.243843,0.0450,2,20,0,6568
10339,-28.100,500,0.0500,0.243766,0.0450,2,20,0,6569
10340,-33.150,157,0.0500,0.242238,0.0450,2,20,0,6570
10341,-50.750,367,0.0500,0.238948,0.0450,2,20,0,6571
10342,-40.650,77,0.0500,0.202376,0.0450,2,20,0,6572
10343,-29.800,72,0.0500,0.250847,0.0450,2,20,0,6573
10344,-33.100,82,0.0500,0.237865,0.0450,2,20,0,6574
10345,-30.600,52,0.0500,0.235073,0.0450,2,20,0,6575
10346,-44.600,302,0.0500,0.231662,0.0450,2,20,0,6576
10347,92.900,306,0.0500,0.232599,0.0500,2,20,0,6577
10348,-63.300,410,0.0500,0.239393,0.0500,2,20,0,6578
10349,-35.200,72,0.0500,0.232402,0.0500,2,20,0,6579
10350,-33.150,137,0.0500,0.254680,0.0500,2,20,0,6580
10351,-22.400,500,0.0500,0.237544,0.0500,2,20,0,6581
10352,-33.400,48,0.0500,0.253132,0.0500,2,20,0,6582
10353,-33.700,94,0.0500,0.225685,0.0500,2,20,0,6583
10354,-29.200,24,0.0500,0.225034,0.0500,2,20,0,6584
10355,-37.350,61,0.0500,0.235602,0.0500,2,20,0,6585
10356,-43.600,72,0.0500,0.254967,0.0500,2,20,0,6586
10357,-37.900,94,0.0500,0.241998,0.0500,2,20,0,6587
10358,109.150,51,0.0500,0.247816,0.0550,2,20,0,6588
10359,-31.250,207,0.0500,0.236794,0.0550,2,20,0,6589
10360,-64.150,201,0.0500,0.226117,0.0550,2,20,0,6590
10361,-33.900,32,0.0500,0.225342,0.0550,2,20,0,6591
10362,-36.600,66,0.0500,0.239654,0.0550,2,20,0,6592
10363,-40.150,97,0.0500,0.244178,0.0550,2,20,0,6593
10364,-43.400,92,0.0500,0.240864,0.0550,2,20,0,6594
10365,-33.000,96,0.0500,0.227248,0.0550,2,20,0,6595
10366,-34.350,67,0.0500,0.246517,0.0550,2,20,0,6596
10367,-42.150,47,0.0500,0.248420,0.0500,2,20,0,6597
10368,-11.400,500,0.0500,0.248263,0.0500,2,20,0,6598
10369,-34.450,65,0.0500,0.247636,0.0500,2,20,0,6599
10370,-37.400,68,0.0500,0.253119,0.0500,2,20,0,6600
10371,-91.600,500,0.0500,0.238234,0.0500,2,20,0,6601
10372,-33.600,52,0.0500,0.251194,0.0500,2,20,0,6602
10373,-25.800,500,0.0500,0.236205,0.0500,2,20,0,6603
10374,-25.450,51,0.0500,0.225329,0.0500,2,20,0,6604
10375,118.900,30,0.0500,0.304415,0.0550,2,20,0,6605
10376,-39.100,106,0.0500,0.235469,0.0550,2,20,0,6606
10377,-34.500,72,0.0500,0.249462,0.0550,2,20,0,6607
10378,-36.450,79,0.0500,0.242330,0.0550,2,20,0,6608
10379,-34.150,83,0.0500,0.249962,0.0550,2,20,0,6609
10380,-83.750,457,0.0500,0.237612,0.0500,2,20,0,6610
10381,-34.600,72,0.0500,0.261940,0.0500,2,20,0,6611
10382,-29.150,59,0.0500,0.244415,0.0500,2,20,0,6612
10383,-28.600,294,0.0500,0.233927,0.0500,2,20,0,6613
